customer_code,customer_name,province_name,region,ngay_dau,ngay_cuoi,so_don,tong_sl,tong_dt,so_nhom_sp,so_sku,don_tb_sl,don_tb_tien,recency,lifespan,R,F,M,rfm_score,rfm_sum,segment,clv_est,dt_tb_don,rank_dt,cumul_pct
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hoá,Miền Trung,2026-01-22,2026-01-22,1,10.0,18133330.0,1,3,3.3333333333333335,6044443.333333333,38,0,3,2,1,321,6,Trung bình,6618665450.0,18133330.0,516,98.59
KH-00045,CÔNG TY TNHH AN PHÁT,Quảng Nam,Miền Trung,2025-01-23,2025-01-23,1,4.0,18111112.0,1,1,4.0,18111112.0,402,0,1,1,1,111,3,Đã mất,6610555880.0,18111112.0,517,98.62
KH-00320,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,2025-03-31,2025-03-31,1,15.0,18020000.0,2,15,1.0,1201333.3333333333,335,0,3,2,1,321,6,Trung bình,6577300000.0,18020000.0,518,98.65
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,2025-03-21,2025-03-21,1,15.0,18000000.0,2,8,1.875,2250000.0,345,0,2,1,1,211,4,Trung bình,6570000000.0,18000000.0,519,98.67
KH-00431,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,2026-01-24,2026-01-24,1,11.0,17887217.0,2,4,2.2,3577443.4,36,0,3,2,1,321,6,Trung bình,6528834205.0,17887217.0,520,98.7
KH-00084,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,2025-02-14,2025-02-14,1,15.0,17860000.0,2,11,1.3636363636363635,1623636.3636363635,380,0,1,1,1,111,3,Đã mất,6518900000.0,17860000.0,521,98.73
KH-00304,DOANH NGHIỆP TW TÚ ANH,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,1,15.0,17710000.0,1,10,1.5,1771000.0,338,0,2,2,1,221,5,Ngủ đông,6464150000.0,17710000.0,522,98.76
KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,Miền Bắc,2026-01-31,2026-01-31,1,10.0,17595552.0,1,4,2.0,3519110.4,29,0,4,3,1,431,8,Loyal,6422376480.0,17595552.0,523,98.78
KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,1,15.0,17550000.0,2,7,2.142857142857143,2507142.8571428573,338,0,2,2,1,221,5,Ngủ đông,6405750000.0,17550000.0,524,98.81
KH-00123,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,2025-02-20,2025-02-20,1,20.0,17390000.0,2,8,2.5,2173750.0,374,0,1,1,1,111,3,Đã mất,6347350000.0,17390000.0,525,98.84
KH-00539,CỬA HÀNG XE ĐẠP CHI THÀNH,Thái Nguyên,Miền Bắc,2026-01-28,2026-01-28,1,10.0,17192218.0,1,8,1.25,2149027.25,32,0,4,3,1,431,8,Loyal,6275159570.0,17192218.0,526,98.87
KH-00279,CỬA HÀNG XE ĐẠP CHI THÀNH,Hà Nam,Miền Bắc,2025-03-25,2025-03-25,1,20.0,17170000.0,2,11,1.8181818181818181,1560909.0909090908,341,0,2,2,1,221,5,Ngủ đông,6267050000.0,17170000.0,527,98.89
KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Giang,Miền Bắc,2025-03-31,2025-03-31,1,15.0,16960000.0,2,5,3.0,3392000.0,335,0,3,2,1,321,6,Trung bình,6190400000.0,16960000.0,528,98.92
KH-00449,CÔNG TY CỔ PHẦN THUỶ TIÊN,Phú Thọ,Miền Bắc,2026-01-24,2026-01-24,1,11.0,16652772.0,2,4,2.2,3330554.4,36,0,3,2,1,321,6,Trung bình,6078261780.0,16652772.0,529,98.94
KH-00069,CÔNG TY TNHH MINH PHƯƠNG,Hà Nội,Miền Bắc,2025-02-11,2026-01-07,3,6.0,16611111.0,1,2,2.0,5537037.0,53,330,3,4,1,341,8,Có tiềm năng,18372896.0,5537037.0,530,98.97
KH-00589,DOANH NGHIỆP TW KHẢI HOÀN,Hà Nội,Miền Bắc,2026-02-02,2026-02-02,1,7.0,16527777.0,1,1,7.0,16527777.0,27,0,4,3,1,431,8,Loyal,6032638605.0,16527777.0,531,99.0
KH-00583,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Đà Nẵng,Miền Trung,2026-01-31,2026-01-31,1,11.0,16494903.0,2,9,1.1,1649490.3,29,0,4,3,1,431,8,Loyal,6020639595.0,16494903.0,532,99.02
KH-00306,CÔNG TY TNHH HOÀ BÌNH,Vĩnh Phúc,Miền Bắc,2025-03-28,2025-03-28,1,14.0,16430000.0,1,5,2.8,3286000.0,338,0,2,2,1,221,5,Ngủ đông,5996950000.0,16430000.0,533,99.05
KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hải Phòng,Miền Bắc,2025-03-31,2025-03-31,1,14.0,16380000.0,2,6,2.3333333333333335,2730000.0,335,0,3,2,1,321,6,Trung bình,5978700000.0,16380000.0,534,99.07
KH-00460,DOANH NGHIỆP TW THUỶ TIÊN,Phú Thọ,Miền Bắc,2026-01-26,2026-01-26,1,10.0,16361110.0,0,2,3.3333333333333335,5453703.333333333,34,0,3,2,1,321,6,Trung bình,5971805150.0,16361110.0,535,99.1
KH-00613,DOANH NGHIỆP TW HÙNG CƯỜNG,Quảng Ninh,Miền Bắc,2026-02-05,2026-02-05,1,12.0,16197214.0,1,3,4.0,5399071.333333333,24,0,4,3,1,431,8,Loyal,5911983110.0,16197214.0,536,99.12
KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,2026-01-23,2026-01-23,1,12.0,15861474.0,1,5,2.4,3172294.8,37,0,3,2,1,321,6,Trung bình,5789438010.0,15861474.0,537,99.15
KH-00448,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,2026-01-24,2026-01-24,1,12.0,15771104.0,2,5,2.4,3154220.8,36,0,3,2,1,321,6,Trung bình,5756452960.0,15771104.0,538,99.17
KH-00522,CÔNG TY TNHH HÙNG CƯỜNG,Ninh Bình,Miền Bắc,2026-01-28,2026-01-28,1,10.0,15749995.0,1,2,5.0,7874997.5,32,0,4,2,1,421,7,Trung bình,5748748175.0,15749995.0,539,99.2
KH-00592,CỬA HÀNG XE ĐẠP SÁN LẠP,TP Đà Nẵng,Miền Bắc,2026-02-03,2026-02-03,1,6.0,14944444.0,1,1,6.0,14944444.0,26,0,4,3,1,431,8,Loyal,5454722060.0,14944444.0,540,99.22
KH-00345,DOANH NGHIỆP TW PHÚ THỊNH,Phú Thọ,Miền Bắc,2026-01-12,2026-01-12,1,5.0,14872220.0,0,2,2.5,7436110.0,48,0,3,2,1,321,6,Trung bình,5428360300.0,14872220.0,541,99.24
KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hưng Yên,Miền Bắc,2025-03-26,2025-03-26,1,11.0,14702643.0,3,6,1.8333333333333333,2450440.5,340,0,2,2,1,221,5,Ngủ đông,5366464695.0,14702643.0,542,99.27
KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,Miền Bắc,2025-02-22,2025-02-22,1,9.0,14582643.0,2,8,1.125,1822830.375,372,0,1,1,1,111,3,Đã mất,5322664695.0,14582643.0,543,99.29
KH-00511,CÔNG TY TNHH BÌNH MINH,Lào Cai,Miền Bắc,2026-01-28,2026-01-28,1,11.0,14207958.0,1,7,1.5714285714285714,2029708.2857142857,32,0,4,2,1,421,7,Trung bình,5185904670.0,14207958.0,544,99.31
KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Quảng NinhSố,Miền Bắc,2025-03-31,2025-03-31,1,13.0,13870000.0,3,7,1.8571428571428572,1981428.5714285714,335,0,3,2,1,321,6,Trung bình,5062550000.0,13870000.0,545,99.33
KH-00061,HỘ KINH DOANH THUỶ TIÊN,Hòa Bình,Miền Bắc,2025-02-10,2025-02-10,1,10.0,13730000.0,3,7,1.4285714285714286,1961428.5714285714,384,0,1,1,1,111,3,Đã mất,5011450000.0,13730000.0,546,99.35
KH-00008,CÔNG TY CỔ PHẦN YÊN BÌNH,Hưng Yên,Miền Bắc,2025-01-09,2026-01-17,2,4.0,13685186.0,1,2,2.0,6842593.0,43,373,3,3,1,331,7,Trung bình,13391670.0,6842593.0,547,99.37
KH-00025,DOANH NGHIỆP TW SƠN HÀ,Thanh Hoá,Miền Trung,2025-01-13,2025-01-13,1,6.0,13277778.0,1,1,6.0,13277778.0,412,0,1,1,1,111,3,Đã mất,4846388970.0,13277778.0,548,99.4
KH-00048,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,2025-02-05,2025-02-20,3,6.0,13277778.0,1,1,2.0,4425926.0,374,15,1,4,1,141,6,Không thể mất,323092598.0,4425926.0,548,99.42
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,Sơn La,Miền Bắc,2025-03-14,2025-03-14,1,10.0,13140000.0,3,5,2.0,2628000.0,352,0,1,1,1,111,3,Đã mất,4796100000.0,13140000.0,550,99.44
KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,1,11.0,12980000.0,2,9,1.2222222222222223,1442222.2222222222,338,0,2,2,1,221,5,Ngủ đông,4737700000.0,12980000.0,551,99.46
KH-00500,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,Hà Nội,Miền Bắc,2026-01-28,2026-01-28,1,5.0,12458333.0,1,1,5.0,12458333.0,32,0,4,2,1,421,7,Trung bình,4547291545.0,12458333.0,552,99.48
KH-00001,HỘ KINH DOANH TÚ ANH,Hà Nội,Miền Bắc,2025-01-02,2025-03-26,3,5.0,11527779.0,1,1,1.6666666666666667,3842593.0,340,83,2,4,1,241,7,Nguy cơ rời bỏ,50694450.0,3842593.0,553,99.49
KH-00041,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Thanh Hóa,Miền Trung,2025-01-22,2025-01-22,1,5.0,11064815.0,1,1,5.0,11064815.0,403,0,1,1,1,111,3,Đã mất,4038657475.0,11064815.0,554,99.51
KH-00033,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,Hà Nội,Miền Bắc,2025-01-17,2025-01-17,1,5.0,11064815.0,1,1,5.0,11064815.0,408,0,1,1,1,111,3,Đã mất,4038657475.0,11064815.0,554,99.53
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Bắc Giang,Miền Bắc,2025-02-26,2025-02-26,1,8.0,10890000.0,3,7,1.1428571428571428,1555714.2857142857,368,0,1,1,1,111,3,Đã mất,3974850000.0,10890000.0,556,99.55
KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,Nghệ An,Miền Trung,2025-03-31,2025-03-31,1,9.0,10850000.0,1,5,1.8,2170000.0,335,0,3,2,1,321,6,Trung bình,3960250000.0,10850000.0,557,99.56
KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,2026-01-16,2026-01-16,1,5.0,10716664.0,1,4,1.25,2679166.0,44,0,3,2,1,321,6,Trung bình,3911582360.0,10716664.0,558,99.58
KH-00617,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,2026-02-06,2026-02-06,1,6.0,10000000.0,0,1,6.0,10000000.0,23,0,4,3,1,431,8,Loyal,3650000000.0,10000000.0,559,99.59
KH-00591,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,2026-02-03,2026-02-03,1,1.0,9157407.0,0,1,1.0,9157407.0,26,0,4,3,1,431,8,Loyal,3342453555.0,9157407.0,560,99.61
KH-00337,DOANH NGHIỆP TW VĨNH PHÁT,Hà Nội,Miền Bắc,2026-01-12,2026-01-12,1,1.0,9157407.0,0,1,1.0,9157407.0,48,0,3,2,1,321,6,Trung bình,3342453555.0,9157407.0,560,99.62
KH-00070,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,2025-02-13,2025-02-13,1,4.0,8851852.0,1,1,4.0,8851852.0,381,0,1,1,1,111,3,Đã mất,3230925980.0,8851852.0,562,99.64
KH-00090,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Thanh Hoá,Miền Trung,2025-02-15,2025-02-15,1,4.0,8518519.0,1,1,4.0,8518519.0,379,0,1,1,1,111,3,Đã mất,3109259435.0,8518519.0,563,99.65
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,2026-01-14,2026-02-03,2,3.0,8055557.0,1,2,1.5,4027778.5,26,20,4,4,1,441,9,Loyal,147013915.0,4027778.0,564,99.66
KH-00550,CÔNG TY TNHH ĐÔNG NAM,Phú Thọ,Miền Bắc,2026-01-29,2026-01-29,1,6.0,7799812.0,1,3,2.0,2599937.3333333335,31,0,4,3,1,431,8,Loyal,2846931380.0,7799812.0,565,99.67
KH-00026,CÔNG TY CỔ PHẦN LÊ ANH,Thanh Hóa,Miền Trung,2025-01-13,2025-01-13,1,3.0,7777778.0,1,1,3.0,7777778.0,412,0,1,1,1,111,3,Đã mất,2838888970.0,7777778.0,566,99.69
KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-06,2025-03-06,1,1.0,7490741.0,1,1,1.0,7490741.0,360,0,1,1,1,111,3,Đã mất,2734120465.0,7490741.0,567,99.7
KH-00253,CÔNG TY TNHH YÊN BÌNH,Hà Nội,Miền Bắc,2025-03-24,2025-03-24,1,1.0,7490741.0,1,1,1.0,7490741.0,342,0,2,1,1,211,4,Trung bình,2734120465.0,7490741.0,567,99.71
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2025-03-10,2025-03-10,1,3.0,7388889.0,1,2,1.5,3694444.5,356,0,1,1,1,111,3,Đã mất,2696944485.0,7388889.0,569,99.72
KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,Hà Nội,Miền Bắc,2026-01-23,2026-01-23,1,3.0,7361112.0,1,2,1.5,3680556.0,37,0,3,2,1,321,6,Trung bình,2686805880.0,7361112.0,570,99.73
KH-00118,HỘ KINH DOANH HÙNG CƯỜNG,Nam Định,Miền Bắc,2025-02-20,2025-02-20,1,3.0,7361111.0,1,1,3.0,7361111.0,374,0,1,1,1,111,3,Đã mất,2686805515.0,7361111.0,571,99.74
KH-00412,CÔNG TY TNHH TRÍ ĐỨC,Hưng Yên,Miền Bắc,2026-01-23,2026-01-23,1,3.0,6805556.0,1,2,1.5,3402778.0,37,0,3,2,1,321,6,Trung bình,2484027940.0,6805556.0,572,99.75
KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nội,Miền Bắc,2026-02-04,2026-02-09,2,2.0,5185186.0,1,1,1.0,2592593.0,20,5,4,4,1,441,9,Loyal,378518578.0,2592593.0,573,99.76
KH-00012,HỘ KINH DOANH THIÊN AN,Hà Nội,Miền Bắc,2025-01-10,2025-03-10,2,2.0,5185186.0,1,1,1.0,2592593.0,356,59,1,3,1,131,5,Ngủ đông,32077846.0,2592593.0,573,99.77
KH-00055,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Đắk Lắk,Miền Trung,2025-02-10,2025-02-10,1,2.0,4983333.0,1,1,2.0,4983333.0,384,0,1,1,1,111,3,Đã mất,1818916545.0,4983333.0,575,99.78
KH-00462,HỘ KINH DOANH TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2026-01-26,2026-01-29,2,2.0,4981482.0,1,2,1.0,2490741.0,31,3,4,4,1,441,9,Loyal,606080310.0,2490741.0,576,99.79
KH-00031,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Hà Nội,Miền Bắc,2025-01-16,2025-01-16,1,2.0,4907408.0,1,2,1.0,2453704.0,409,0,1,1,1,111,3,Đã mất,1791203920.0,4907408.0,577,99.79
KH-00399,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-20,2026-01-20,1,2.0,4611112.0,1,2,1.0,2305556.0,40,0,3,2,1,321,6,Trung bình,1683055880.0,4611112.0,578,99.8
KH-00011,DOANH NGHIỆP TW NAM TIẾN,Hà Nội,Miền Bắc,2025-01-09,2025-03-06,2,2.0,4611112.0,1,1,1.0,2305556.0,360,56,1,3,1,131,5,Ngủ đông,30054569.0,2305556.0,578,99.81
KH-00051,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,2025-02-07,2025-02-07,1,2.0,4611111.0,1,1,2.0,4611111.0,387,0,1,1,1,111,3,Đã mất,1683055515.0,4611111.0,580,99.82
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Vĩnh Phúc,Miền Bắc,2025-03-26,2025-03-26,1,2.0,4611111.0,1,1,2.0,4611111.0,340,0,2,2,1,221,5,Ngủ đông,1683055515.0,4611111.0,580,99.82
KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,Bắc Ninh,Miền Bắc,2026-01-08,2026-01-19,2,2.0,4537038.0,1,1,1.0,2268519.0,41,11,3,4,1,341,8,Có tiềm năng,150547170.0,2268519.0,582,99.83
KH-00478,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,2026-01-27,2026-01-27,1,1.0,4527778.0,0,1,1.0,4527778.0,33,0,3,2,1,321,6,Trung bình,1652638970.0,4527778.0,583,99.84
KH-00400,CÔNG TY TNHH XÂY DỰNG,Đồng Nai,Miền Nam,2026-01-21,2026-01-21,1,1.0,4527778.0,0,1,1.0,4527778.0,39,0,3,2,1,321,6,Trung bình,1652638970.0,4527778.0,583,99.84
KH-00005,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,2025-01-07,2025-01-07,1,2.0,4425926.0,1,1,2.0,4425926.0,418,0,1,1,1,111,3,Đã mất,1615462990.0,4425926.0,585,99.85
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-10,2025-03-10,1,2.0,4240741.0,2,2,1.0,2120370.5,356,0,1,1,1,111,3,Đã mất,1547870465.0,4240741.0,586,99.86
KH-00029,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Phan Thiết,Miền Bắc,2025-01-16,2025-01-16,1,2.0,4055556.0,0,1,2.0,4055556.0,409,0,1,1,1,111,3,Đã mất,1480277940.0,4055556.0,587,99.86
KH-00037,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hà Nội,Miền Bắc,2025-01-20,2025-01-20,1,1.0,3879630.0,1,1,1.0,3879630.0,405,0,1,1,1,111,3,Đã mất,1416064950.0,3879630.0,588,99.87
KH-00335,CÔNG TY CỔ PHẦN THUỶ TIÊN,Hà Nội,Miền Bắc,2026-01-06,2026-01-06,1,2.0,3870371.0,1,2,1.0,1935185.5,54,0,3,2,1,321,6,Trung bình,1412685415.0,3870371.0,589,99.88
KH-00053,CÔNG TY TNHH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2025-02-07,2025-02-07,1,1.0,3694444.0,1,1,1.0,3694444.0,387,0,1,1,1,111,3,Đã mất,1348472060.0,3694444.0,590,99.88
KH-00002,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Hà Nội,Miền Bắc,2025-01-06,2025-01-06,1,1.0,3509259.0,1,1,1.0,3509259.0,419,0,1,1,1,111,3,Đã mất,1280879535.0,3509259.0,591,99.89
KH-00071,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,2025-02-14,2025-02-14,1,1.0,3509259.0,1,1,1.0,3509259.0,380,0,1,1,1,111,3,Đã mất,1280879535.0,3509259.0,591,99.89
KH-00072,DOANH NGHIỆP TW PHÚC AN,Hà Tĩnh,Miền Trung,2025-02-14,2025-02-14,1,3.0,3450000.0,1,1,3.0,3450000.0,380,0,1,1,1,111,3,Đã mất,1259250000.0,3450000.0,593,99.9
KH-00479,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,2026-01-27,2026-01-27,1,1.0,3333333.0,0,1,1.0,3333333.0,33,0,3,2,1,321,6,Trung bình,1216666545.0,3333333.0,594,99.9
KH-00619,CỬA HÀNG XE ĐẠP VĨNH PHÁT,TP Đà Nẵng,Miền Bắc,2026-02-07,2026-02-07,1,1.0,3231481.0,1,1,1.0,3231481.0,22,0,4,3,1,431,8,Loyal,1179490565.0,3231481.0,595,99.91
KH-00616,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-02-06,2026-02-06,1,1.0,2768519.0,1,1,1.0,2768519.0,23,0,4,3,1,431,8,Loyal,1010509435.0,2768519.0,598,99.91
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hưng Yên,Miền Bắc,2025-03-19,2025-03-19,1,1.0,2768519.0,1,1,1.0,2768519.0,347,0,1,1,1,111,3,Đã mất,1010509435.0,2768519.0,598,99.92
KH-00388,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,2026-01-19,2026-01-19,1,1.0,2768519.0,1,1,1.0,2768519.0,41,0,3,2,1,321,6,Trung bình,1010509435.0,2768519.0,598,99.92
KH-00187,HỘ KINH DOANH NGỌC ANH,Hà Nội,Miền Bắc,2025-03-18,2025-03-18,1,1.0,2768519.0,1,1,1.0,2768519.0,348,0,1,1,1,111,3,Đã mất,1010509435.0,2768519.0,598,99.92
KH-00540,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,2026-01-29,2026-01-29,1,1.0,2768519.0,1,1,1.0,2768519.0,31,0,4,3,1,431,8,Loyal,1010509435.0,2768519.0,598,99.93
KH-00160,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,2025-02-26,2025-02-26,1,1.0,2768519.0,1,1,1.0,2768519.0,368,0,1,1,1,111,3,Đã mất,1010509435.0,2768519.0,598,99.93
KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Tỉnh Hòa Bình.,Miền Bắc,2025-03-17,2025-03-17,1,1.0,2546296.0,1,1,1.0,2546296.0,349,0,1,1,1,111,3,Đã mất,929398040.0,2546296.0,602,99.94
KH-00013,DOANH NGHIỆP TW THANH BÌNH,Hưng Yên,Miền Bắc,2025-01-10,2025-01-10,1,1.0,2490741.0,0,1,1.0,2490741.0,415,0,1,1,1,111,3,Đã mất,909120465.0,2490741.0,603,99.94
KH-00286,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,2025-03-26,2025-03-26,1,1.0,2398148.0,1,1,1.0,2398148.0,340,0,2,2,1,221,5,Ngủ đông,875324020.0,2398148.0,605,99.95
KH-00054,HỘ KINH DOANH TRÍ ĐỨC,Hà Nội,Miền Bắc,2025-02-10,2025-02-10,1,1.0,2398148.0,1,1,1.0,2398148.0,384,0,1,1,1,111,3,Đã mất,875324020.0,2398148.0,605,99.95
KH-00003,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Hà Nội,Miền Bắc,2025-01-06,2025-01-06,1,1.0,2398148.0,1,1,1.0,2398148.0,419,0,1,1,1,111,3,Đã mất,875324020.0,2398148.0,605,99.95
KH-00541,HỘ KINH DOANH SÁN LẠP,TP Đà Nẵng,Miền Bắc,2026-01-29,2026-01-29,1,1.0,2361111.0,1,1,1.0,2361111.0,31,0,4,3,1,431,8,Loyal,861805515.0,2361111.0,608,99.96
KH-00542,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Lạng Sơn,Miền Bắc,2026-01-29,2026-01-29,1,1.0,2361111.0,1,1,1.0,2361111.0,31,0,4,3,1,431,8,Loyal,861805515.0,2361111.0,608,99.96
KH-00411,CỬA HÀNG XE ĐẠP MẶT TRỜI,Hà Nội,Miền Bắc,2026-01-22,2026-01-22,1,1.0,2361111.0,1,1,1.0,2361111.0,38,0,3,2,1,321,6,Trung bình,861805515.0,2361111.0,608,99.96
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Phú Thọ,Miền Bắc,2025-03-19,2025-03-19,1,1.0,2305556.0,1,1,1.0,2305556.0,347,0,1,1,1,111,3,Đã mất,841527940.0,2305556.0,611,99.97
KH-00294,HỘ KINH DOANH SÁN LẠP,Hải Phòng,Miền Bắc,2025-03-27,2025-03-27,1,1.0,2305556.0,1,1,1.0,2305556.0,339,0,2,2,1,221,5,Ngủ đông,841527940.0,2305556.0,611,99.97
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-20,2025-03-20,1,1.0,2305556.0,1,1,1.0,2305556.0,346,0,1,1,1,111,3,Đã mất,841527940.0,2305556.0,611,99.97
KH-00050,CÔNG TY TNHH AN PHÁT,Hải Dương,Miền Bắc,2025-02-07,2025-02-07,1,1.0,2305556.0,1,1,1.0,2305556.0,387,0,1,1,1,111,3,Đã mất,841527940.0,2305556.0,611,99.98
KH-00590,CÔNG TY TNHH TOÀN THẮNG,Thanh Hóa,Miền Trung,2026-02-02,2026-02-02,1,1.0,2268519.0,1,1,1.0,2268519.0,27,0,4,3,1,431,8,Loyal,828009435.0,2268519.0,614,99.98
KH-00052,DOANH NGHIỆP TW TÂN TIẾN,Chí Linh,Miền Bắc,2025-02-07,2025-02-07,1,1.0,2212963.0,1,1,1.0,2212963.0,387,0,1,1,1,111,3,Đã mất,807731495.0,2212963.0,615,99.98
KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,2025-03-10,2025-03-10,1,1.0,2212963.0,1,1,1.0,2212963.0,356,0,1,1,1,111,3,Đã mất,807731495.0,2212963.0,615,99.99
KH-00245,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-22,2025-03-22,1,1.0,2120370.0,1,1,1.0,2120370.0,344,0,2,1,1,211,4,Trung bình,773935050.0,2120370.0,617,99.99
KH-00362,HỘ KINH DOANH MẶT TRỜI,Hà Nội,Miền Bắc,2026-01-14,2026-01-14,1,1.0,2027778.0,1,1,1.0,2027778.0,46,0,3,2,1,321,6,Trung bình,740138970.0,2027778.0,618,99.99
KH-00032,HỘ KINH DOANH CHI THÀNH,Hà Nội,Miền Bắc,2025-01-16,2025-01-16,1,1.0,1935185.0,0,1,1.0,1935185.0,409,0,1,1,1,111,3,Đã mất,706342525.0,1935185.0,619,100.0
KH-00176,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,2025-03-07,2025-03-07,1,1.0,1472222.0,1,1,1.0,1472222.0,359,0,1,1,1,111,3,Đã mất,537361030.0,1472222.0,620,100.0
