so_number,so_dong,so_sku_khac_nhau,so_nhom_sp,tong_sl,tong_tien,ngay_dat,ma_dai_ly,aov,ym,is_cross_sell
BH26.0106,2,2,0,3.0,8305556.0,2026-01-19,KH-00004,4152778.0,2026-01,0
BH26.0595,5,5,2,5.0,8092130.0,2026-02-09,KH-00006,1618426.0,2026-02,1
BH26.0738,2,2,1,5.0,8080555.0,2026-02-13,KH-00667,4040278.0,2026-02,0
BH25.0690,4,4,1,7.0,7850000.0,2025-03-31,KH-00154,1962500.0,2025-03,0
BH26.0406,3,3,1,6.0,7799812.0,2026-01-29,KH-00550,2599937.0,2026-01,0
BH25.0035,1,1,1,3.0,7777778.0,2025-01-13,KH-00026,7777778.0,2025-01,0
BH25.0336,1,1,1,4.0,7524074.0,2025-03-20,KH-00186,7524074.0,2025-03,0
BH25.0255,2,2,2,5.0,7519073.0,2025-03-08,KH-00006,3759536.0,2025-03,1
BH25.0445,1,1,1,1.0,7490741.0,2025-03-24,KH-00253,7490741.0,2025-03,0
BH25.0251,1,1,1,1.0,7490741.0,2025-03-06,KH-00175,7490741.0,2025-03,0
BH25.0258,2,2,1,3.0,7388889.0,2025-03-10,KH-00177,3694444.0,2025-03,0
BH25.0436,5,5,1,6.0,7370000.0,2025-03-22,KH-00162,1474000.0,2025-03,0
BH26.0181,2,2,1,3.0,7361112.0,2026-01-23,KH-00418,3680556.0,2026-01,0
BH25.0159,1,1,1,3.0,7361111.0,2025-02-20,KH-00118,7361111.0,2025-02,0
BH26.0377,2,2,2,5.0,7355552.0,2026-01-28,KH-00027,3677776.0,2026-01,1
BH25.0210,6,6,2,6.0,7300000.0,2025-02-22,KH-00148,1216667.0,2025-02,1
BH25.0031,3,3,1,5.0,7250000.0,2025-01-13,KH-00022,2416667.0,2025-01,0
BH25.0221,2,2,2,5.0,7241295.0,2025-02-24,KH-00006,3620648.0,2025-02,1
BH25.0362,3,3,2,12.0,7130000.0,2025-03-20,KH-00078,2376667.0,2025-03,1
BH26.0100,1,1,0,2.0,7037038.0,2026-01-17,KH-00008,7037038.0,2026-01,0
BH25.0226,2,2,2,2.0,7018519.0,2025-02-25,KH-00157,3509260.0,2025-02,1
BH25.0292,1,1,1,3.0,6916667.0,2025-03-18,KH-00001,6916667.0,2025-03,0
BH25.0042,3,3,1,5.0,6885740.0,2025-01-16,KH-00006,2295247.0,2025-01,0
BH26.0169,2,2,1,3.0,6805556.0,2026-01-23,KH-00412,3402778.0,2026-01,0
BH25.0009,1,1,1,2.0,6648148.0,2025-01-09,KH-00008,6648148.0,2025-01,0
BH25.0693,3,3,2,6.0,6600000.0,2025-03-31,KH-00215,2200000.0,2025-03,1
BH26.0652,4,4,1,4.0,6598887.0,2026-02-11,KH-00645,1649722.0,2026-02,0
BH26.0128,4,4,1,5.0,6500000.0,2026-01-21,KH-00091,1625000.0,2026-01,0
BH26.0338,1,1,1,3.0,6356664.0,2026-01-28,KH-00007,6356664.0,2026-01,0
BH26.0543,2,2,1,4.0,6342222.0,2026-02-05,KH-00608,3171111.0,2026-02,0
BH25.0141,1,1,1,5.0,6250000.0,2025-02-18,KH-00027,6250000.0,2025-02,0
BH26.0526,3,3,1,4.0,6232220.0,2026-02-05,KH-00605,2077407.0,2026-02,0
BH26.0005,2,2,2,5.0,6150000.0,2026-01-06,KH-00091,3075000.0,2026-01,1
BH26.0790,1,1,1,5.0,5849535.0,2026-02-24,KH-00679,5849535.0,2026-02,0
BH26.0829,3,3,3,4.0,5746481.0,2026-02-26,KH-00006,1915494.0,2026-02,1
BH25.0142,1,1,1,2.0,5537037.0,2025-02-18,KH-00069,5537037.0,2025-02,0
BH26.0006,1,1,0,2.0,5537037.0,2026-01-07,KH-00069,5537037.0,2026-01,0
BH25.0094,1,1,1,2.0,5537037.0,2025-02-11,KH-00069,5537037.0,2025-02,0
BH26.0620,3,3,2,4.0,5390000.0,2026-02-10,KH-00006,1796667.0,2026-02,1
BH26.0836,1,1,1,4.0,5242220.0,2026-02-26,KH-00689,5242220.0,2026-02,0
BH26.0658,4,4,1,4.0,5242220.0,2026-02-12,KH-00644,1310555.0,2026-02,0
BH25.0074,1,1,1,2.0,4983333.0,2025-02-10,KH-00055,4983333.0,2025-02,0
BH26.0598,3,3,2,3.0,4976481.0,2026-02-09,KH-00006,1658827.0,2026-02,1
BH25.0045,2,2,1,2.0,4907408.0,2025-01-16,KH-00031,2453704.0,2025-01,0
BH26.0653,3,3,1,3.0,4799443.0,2026-02-11,KH-00645,1599814.0,2026-02,0
BH26.0915,1,1,0,1.0,4703704.0,2026-02-28,KH-00157,4703704.0,2026-02,0
BH26.0390,1,1,0,1.0,4703704.0,2026-01-29,KH-00157,4703704.0,2026-01,0
BH26.0914,1,1,0,1.0,4703704.0,2026-02-28,KH-00157,4703704.0,2026-02,0
BH26.0597,2,2,1,3.0,4684167.0,2026-02-09,KH-00006,2342084.0,2026-02,0
BH26.0010,1,1,0,2.0,4616666.0,2026-01-12,KH-00022,4616666.0,2026-01,0
BH26.0123,2,2,1,2.0,4611112.0,2026-01-20,KH-00399,2305556.0,2026-01,0
BH25.0230,1,1,1,2.0,4611111.0,2025-02-25,KH-00159,4611111.0,2025-02,0
BH25.0068,1,1,1,2.0,4611111.0,2025-02-07,KH-00051,4611111.0,2025-02,0
BH25.0553,1,1,1,2.0,4611111.0,2025-03-26,KH-00287,4611111.0,2025-03,0
BH26.0924,2,2,1,2.0,4574075.0,2026-02-28,KH-00157,2287038.0,2026-02,0
BH25.0454,5,5,2,5.0,4560000.0,2025-03-24,KH-00097,912000.0,2025-03,1
BH26.0040,1,1,1,2.0,4537038.0,2026-01-14,KH-00361,4537038.0,2026-01,0
BH26.0134,1,1,0,1.0,4527778.0,2026-01-21,KH-00157,4527778.0,2026-01,0
BH26.0589,1,1,0,1.0,4527778.0,2026-02-09,KH-00627,4527778.0,2026-02,0
BH26.0649,1,1,1,1.0,4527778.0,2026-02-11,KH-00643,4527778.0,2026-02,0
BH26.0250,1,1,0,1.0,4527778.0,2026-01-26,KH-00157,4527778.0,2026-01,0
BH26.0131,1,1,0,1.0,4527778.0,2026-01-21,KH-00157,4527778.0,2026-01,0
BH26.0279,1,1,0,1.0,4527778.0,2026-01-27,KH-00478,4527778.0,2026-01,0
BH26.0119,1,1,0,1.0,4527778.0,2026-01-20,KH-00157,4527778.0,2026-01,0
BH26.0916,1,1,0,1.0,4527778.0,2026-02-28,KH-00157,4527778.0,2026-02,0
BH26.0919,1,1,0,1.0,4527778.0,2026-02-28,KH-00157,4527778.0,2026-02,0
BH26.0124,1,1,0,1.0,4527778.0,2026-01-20,KH-00157,4527778.0,2026-01,0
BH26.0126,1,1,0,1.0,4527778.0,2026-01-21,KH-00400,4527778.0,2026-01,0
BH26.0129,1,1,0,1.0,4527778.0,2026-01-21,KH-00157,4527778.0,2026-01,0
BH26.0315,1,1,1,3.0,4449999.0,2026-01-27,KH-00022,4449999.0,2026-01,0
BH25.0093,1,1,1,2.0,4425926.0,2025-02-11,KH-00048,4425926.0,2025-02,0
BH25.0063,1,1,1,2.0,4425926.0,2025-02-05,KH-00048,4425926.0,2025-02,0
BH25.0308,2,2,1,2.0,4425926.0,2025-03-19,KH-00023,2212963.0,2025-03,0
BH25.0160,1,1,1,2.0,4425926.0,2025-02-20,KH-00048,4425926.0,2025-02,0
BH25.0005,1,1,1,2.0,4425926.0,2025-01-07,KH-00005,4425926.0,2025-01,0
BH26.0525,2,2,0,2.0,4344444.0,2026-02-05,KH-00605,2172222.0,2026-02,0
BH26.0524,2,2,0,2.0,4344444.0,2026-02-05,KH-00605,2172222.0,2026-02,0
BH26.0419,1,1,0,1.0,4240741.0,2026-01-30,KH-00157,4240741.0,2026-01,0
BH25.0261,2,2,2,2.0,4240741.0,2025-03-10,KH-00179,2120370.0,2025-03,1
BH26.0527,1,1,1,2.0,4210000.0,2026-02-05,KH-00605,4210000.0,2026-02,0
BH26.0194,1,1,1,1.0,4157407.0,2026-01-24,KH-00157,4157407.0,2026-01,0
BH26.0486,1,1,1,1.0,4157407.0,2026-02-03,KH-00157,4157407.0,2026-02,0
BH25.0097,1,1,1,2.0,4074074.0,2025-02-11,KH-00006,4074074.0,2025-02,0
BH25.0040,1,1,0,2.0,4055556.0,2025-01-16,KH-00029,4055556.0,2025-01,0
BH26.0422,3,3,2,3.0,3971203.0,2026-01-30,KH-00006,1323734.0,2026-01,1
BH25.0051,1,1,1,1.0,3879630.0,2025-01-20,KH-00037,3879630.0,2025-01,0
BH26.0004,2,2,1,2.0,3870371.0,2026-01-06,KH-00335,1935186.0,2026-01,0
BH26.0918,2,2,1,2.0,3833334.0,2026-02-28,KH-00157,1916667.0,2026-02,0
BH25.0665,2,2,2,3.0,3770000.0,2025-03-31,KH-00067,1885000.0,2025-03,1
BH25.0333,1,1,1,8.0,3760000.0,2025-03-19,KH-00022,3760000.0,2025-03,0
BH25.0335,1,1,1,8.0,3760000.0,2025-03-19,KH-00022,3760000.0,2025-03,0
BH25.0071,1,1,1,1.0,3694444.0,2025-02-07,KH-00053,3694444.0,2025-02,0
BH26.0161,1,1,0,1.0,3518519.0,2026-01-22,KH-00157,3518519.0,2026-01,0
BH26.0875,1,1,0,1.0,3518519.0,2026-02-27,KH-00695,3518519.0,2026-02,0
BH26.0255,1,1,0,1.0,3518519.0,2026-01-26,KH-00157,3518519.0,2026-01,0
BH26.0927,1,1,0,1.0,3518519.0,2026-02-28,KH-00157,3518519.0,2026-02,0
BH26.0489,1,1,0,1.0,3518519.0,2026-02-03,KH-00361,3518519.0,2026-02,0
BH25.0002,1,1,1,1.0,3509259.0,2025-01-06,KH-00002,3509259.0,2025-01,0
BH25.0100,1,1,1,1.0,3509259.0,2025-02-14,KH-00071,3509259.0,2025-02,0
BH25.0101,1,1,1,3.0,3450000.0,2025-02-14,KH-00072,3450000.0,2025-02,0
BH26.0928,1,1,0,1.0,3425926.0,2026-02-28,KH-00157,3425926.0,2026-02,0
BH26.0137,1,1,1,3.0,3400833.0,2026-01-22,KH-00006,3400833.0,2026-01,0
BH26.0072,1,1,1,3.0,3400833.0,2026-01-16,KH-00006,3400833.0,2026-01,0
BH26.0442,1,1,1,2.0,3394444.0,2026-01-30,KH-00570,3394444.0,2026-01,0
BH26.0280,1,1,0,1.0,3333333.0,2026-01-27,KH-00479,3333333.0,2026-01,0
BH26.0469,2,2,1,2.0,3260000.0,2026-01-31,KH-00078,1630000.0,2026-01,0
BH26.0572,1,1,1,1.0,3231481.0,2026-02-07,KH-00619,3231481.0,2026-02,0
BH26.0220,1,1,1,2.0,3088888.0,2026-01-24,KH-00440,3088888.0,2026-01,0
BH25.0271,1,1,1,6.0,3000000.0,2025-03-14,KH-00133,3000000.0,2025-03,0
BH26.0473,1,1,0,1.0,2974444.0,2026-01-31,KH-00558,2974444.0,2026-01,0
BH26.0183,1,1,0,1.0,2974444.0,2026-01-23,KH-00007,2974444.0,2026-01,0
BH26.0424,1,1,0,1.0,2974444.0,2026-01-30,KH-00558,2974444.0,2026-01,0
BH26.0417,1,1,0,1.0,2974444.0,2026-01-29,KH-00556,2974444.0,2026-01,0
BH26.0141,2,2,1,2.0,2837592.0,2026-01-22,KH-00006,1418796.0,2026-01,0
BH26.0659,2,2,2,2.0,2779999.0,2026-02-12,KH-00647,1390000.0,2026-02,1
BH25.0307,1,1,1,1.0,2768519.0,2025-03-19,KH-00191,2768519.0,2025-03,0
BH26.0167,1,1,0,1.0,2768519.0,2026-01-22,KH-00157,2768519.0,2026-01,0
BH26.0391,1,1,1,1.0,2768519.0,2026-01-29,KH-00540,2768519.0,2026-01,0
BH25.0231,1,1,1,1.0,2768519.0,2025-02-26,KH-00160,2768519.0,2025-02,0
BH26.0103,1,1,1,1.0,2768519.0,2026-01-19,KH-00388,2768519.0,2026-01,0
BH26.0769,1,1,1,1.0,2768519.0,2026-02-22,KH-00675,2768519.0,2026-02,0
BH26.0420,1,1,0,1.0,2768519.0,2026-01-30,KH-00157,2768519.0,2026-01,0
BH25.0293,1,1,1,1.0,2768519.0,2025-03-18,KH-00187,2768519.0,2025-03,0
BH26.0559,1,1,1,1.0,2768519.0,2026-02-06,KH-00616,2768519.0,2026-02,0
BH26.0926,1,1,0,1.0,2685185.0,2026-02-28,KH-00157,2685185.0,2026-02,0
BH26.0329,2,2,0,2.0,2616665.0,2026-01-28,KH-00022,1308332.0,2026-01,0
BH25.0089,1,1,1,2.0,2600000.0,2025-02-10,KH-00068,2600000.0,2025-02,0
BH25.0012,1,1,1,1.0,2592593.0,2025-01-10,KH-00012,2592593.0,2025-01,0
BH26.0493,1,1,1,1.0,2592593.0,2026-02-04,KH-00593,2592593.0,2026-02,0
BH26.0604,1,1,1,1.0,2592593.0,2026-02-09,KH-00593,2592593.0,2026-02,0
BH25.0262,1,1,1,1.0,2592593.0,2025-03-10,KH-00012,2592593.0,2025-03,0
BH26.0467,1,1,0,2.0,2551850.0,2026-01-31,KH-00078,2551850.0,2026-01,0
BH25.0281,1,1,1,1.0,2546296.0,2025-03-17,KH-00185,2546296.0,2025-03,0
BH26.0011,2,2,2,2.0,2502221.0,2026-01-12,KH-00338,1251110.0,2026-01,1
BH26.0127,1,1,0,1.0,2500000.0,2026-01-21,KH-00157,2500000.0,2026-01,0
BH26.0771,1,1,0,1.0,2500000.0,2026-02-23,KH-00676,2500000.0,2026-02,0
BH26.0817,1,1,0,1.0,2500000.0,2026-02-25,KH-00685,2500000.0,2026-02,0
BH26.0392,1,1,1,1.0,2490741.0,2026-01-29,KH-00462,2490741.0,2026-01,0
BH25.0013,1,1,0,1.0,2490741.0,2025-01-10,KH-00013,2490741.0,2025-01,0
BH26.0256,1,1,1,1.0,2490741.0,2026-01-26,KH-00462,2490741.0,2026-01,0
BH26.0445,1,1,1,1.0,2490741.0,2026-01-31,KH-00353,2490741.0,2026-01,0
BH26.0917,1,1,1,1.0,2453704.0,2026-02-28,KH-00157,2453704.0,2026-02,0
BH26.0920,1,1,1,1.0,2453704.0,2026-02-28,KH-00157,2453704.0,2026-02,0
BH26.0925,1,1,1,1.0,2453704.0,2026-02-28,KH-00157,2453704.0,2026-02,0
BH25.0138,1,1,1,1.0,2400000.0,2025-02-17,KH-00100,2400000.0,2025-02,0
BH25.0357,2,2,1,2.0,2400000.0,2025-03-20,KH-00022,1200000.0,2025-03,0
BH25.0551,1,1,1,1.0,2398148.0,2025-03-26,KH-00286,2398148.0,2025-03,0
BH26.0648,1,1,1,1.0,2398148.0,2026-02-11,KH-00642,2398148.0,2026-02,0
BH25.0003,1,1,1,1.0,2398148.0,2025-01-06,KH-00003,2398148.0,2025-01,0
BH25.0073,1,1,1,1.0,2398148.0,2025-02-10,KH-00054,2398148.0,2025-02,0
BH26.0393,1,1,1,1.0,2361111.0,2026-01-29,KH-00541,2361111.0,2026-01,0
BH26.0395,1,1,1,1.0,2361111.0,2026-01-29,KH-00542,2361111.0,2026-01,0
BH26.0249,1,1,1,1.0,2361111.0,2026-01-26,KH-00157,2361111.0,2026-01,0
BH26.0826,1,1,1,1.0,2361111.0,2026-02-26,KH-00157,2361111.0,2026-02,0
BH26.0135,1,1,1,1.0,2361111.0,2026-01-21,KH-00157,2361111.0,2026-01,0
BH26.0168,1,1,1,1.0,2361111.0,2026-01-22,KH-00411,2361111.0,2026-01,0
BH25.0057,1,1,1,2.0,2360000.0,2025-01-22,KH-00043,2360000.0,2025-01,0
BH25.0513,1,1,1,2.0,2360000.0,2025-03-25,KH-00022,2360000.0,2025-03,0
BH25.0066,1,1,1,1.0,2305556.0,2025-02-07,KH-00050,2305556.0,2025-02,0
BH25.0360,1,1,1,1.0,2305556.0,2025-03-20,KH-00213,2305556.0,2025-03,0
BH25.0001,1,1,1,1.0,2305556.0,2025-01-02,KH-00001,2305556.0,2025-01,0
BH25.0249,1,1,1,1.0,2305556.0,2025-03-06,KH-00011,2305556.0,2025-03,0
BH25.0334,1,1,1,1.0,2305556.0,2025-03-19,KH-00203,2305556.0,2025-03,0
BH25.0552,1,1,1,1.0,2305556.0,2025-03-26,KH-00001,2305556.0,2025-03,0
BH25.0011,1,1,1,1.0,2305556.0,2025-01-09,KH-00011,2305556.0,2025-01,0
BH25.0568,1,1,1,1.0,2305556.0,2025-03-27,KH-00294,2305556.0,2025-03,0
BH26.0567,1,1,1,2.0,2300000.0,2026-02-06,KH-00091,2300000.0,2026-02,0
BH25.0244,1,1,1,2.0,2300000.0,2025-02-27,KH-00022,2300000.0,2025-02,0
BH26.0485,1,1,1,1.0,2268519.0,2026-02-02,KH-00590,2268519.0,2026-02,0
BH26.0109,1,1,1,1.0,2268519.0,2026-01-19,KH-00336,2268519.0,2026-01,0
BH26.0774,1,1,1,1.0,2268519.0,2026-02-24,KH-00157,2268519.0,2026-02,0
BH26.0007,1,1,1,1.0,2268519.0,2026-01-08,KH-00336,2268519.0,2026-01,0
BH25.0534,2,2,1,3.0,2231481.0,2025-03-25,KH-00097,1115740.0,2025-03,0
BH26.0130,1,1,0,1.0,2212963.0,2026-01-21,KH-00157,2212963.0,2026-01,0
BH25.0259,1,1,1,1.0,2212963.0,2025-03-10,KH-00178,2212963.0,2025-03,0
BH25.0069,1,1,1,1.0,2212963.0,2025-02-07,KH-00052,2212963.0,2025-02,0
BH26.0132,1,1,0,1.0,2129630.0,2026-01-21,KH-00157,2129630.0,2026-01,0
BH26.0922,1,1,0,1.0,2129630.0,2026-02-28,KH-00157,2129630.0,2026-02,0
BH25.0427,1,1,1,1.0,2120370.0,2025-03-22,KH-00245,2120370.0,2025-03,0
BH26.0776,1,1,1,1.0,2027778.0,2026-02-24,KH-00157,2027778.0,2026-02,0
BH26.0770,1,1,1,1.0,2027778.0,2026-02-22,KH-00157,2027778.0,2026-02,0
BH26.0001,1,1,1,1.0,2027778.0,2026-01-04,KH-00157,2027778.0,2026-01,0
BH26.0041,1,1,1,1.0,2027778.0,2026-01-14,KH-00362,2027778.0,2026-01,0
BH26.0490,1,1,0,1.0,1935185.0,2026-02-04,KH-00157,1935185.0,2026-02,0
BH26.0483,1,1,0,1.0,1935185.0,2026-02-01,KH-00157,1935185.0,2026-02,0
BH25.0046,1,1,0,1.0,1935185.0,2025-01-16,KH-00032,1935185.0,2025-01,0
BH26.0133,1,1,1,1.0,1842593.0,2026-01-21,KH-00157,1842593.0,2026-01,0
BH26.0777,1,1,1,1.0,1842593.0,2026-02-24,KH-00157,1842593.0,2026-02,0
BH26.0923,1,1,1,1.0,1842593.0,2026-02-28,KH-00157,1842593.0,2026-02,0
BH26.0921,1,1,0,1.0,1842593.0,2026-02-28,KH-00157,1842593.0,2026-02,0
BH26.0008,1,1,0,1.0,1805556.0,2026-01-10,KH-00157,1805556.0,2026-01,0
BH26.0125,1,1,0,1.0,1657407.0,2026-01-21,KH-00157,1657407.0,2026-01,0
BH26.0661,1,1,1,1.0,1616111.0,2026-02-12,KH-00647,1616111.0,2026-02,0
BH26.0581,1,1,1,1.0,1555000.0,2026-02-07,KH-00607,1555000.0,2026-02,0
BH26.0146,1,1,1,1.0,1483333.0,2026-01-22,KH-00402,1483333.0,2026-01,0
BH25.0252,1,1,1,1.0,1472222.0,2025-03-07,KH-00176,1472222.0,2025-03,0
BH26.0775,1,1,1,1.0,1472222.0,2026-02-24,KH-00157,1472222.0,2026-02,0
BH26.0316,1,1,1,1.0,1472222.0,2026-01-28,KH-00157,1472222.0,2026-01,0
BH26.0592,1,1,1,1.0,1418796.0,2026-02-09,KH-00006,1418796.0,2026-02,0
BH26.0136,1,1,1,1.0,1379630.0,2026-01-21,KH-00157,1379630.0,2026-01,0
BH26.0834,1,1,0,1.0,1326851.0,2026-02-26,KH-00647,1326851.0,2026-02,0
BH25.0196,1,1,1,1.0,1300000.0,2025-02-22,KH-00078,1300000.0,2025-02,0
BH25.0139,1,1,1,1.0,1180000.0,2025-02-17,KH-00101,1180000.0,2025-02,0
BH25.0121,1,1,1,1.0,1150000.0,2025-02-14,KH-00027,1150000.0,2025-02,0
BH25.0691,1,1,1,1.0,1130000.0,2025-03-31,KH-00088,1130000.0,2025-03,0
BH25.0448,1,1,1,1.0,1050000.0,2025-03-24,KH-00256,1050000.0,2025-03,0
BH26.0723,1,1,1,1.0,943888.0,2026-02-13,KH-00346,943888.0,2026-02,0
BH25.0361,1,1,1,2.0,940000.0,2025-03-20,KH-00190,940000.0,2025-03,0
BH26.0534,1,1,1,1.0,882777.0,2026-02-05,KH-00338,882777.0,2026-02,0
