so_number,order_date,fiscal_year,fiscal_month,fiscal_quarter,customer_code,customer_name,province_name,region,tong_dong,tong_sl,tong_tien,so_nhom_sp,so_sku
BH25.0512,2025-03-25,2025,3,1,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,8,18.0,27288430.0,4,8
BH25.0508,2025-03-25,2025,3,1,KH-00119,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,16,21.0,25141039.0,4,16
BH25.0507,2025-03-25,2025,3,1,KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Hà Nội,Miền Bắc,15,18.0,20030000.0,3,15
BH25.0506,2025-03-25,2025,3,1,KH-00214,DOANH NGHIỆP TW QUANG VINH,Hải Dương,Miền Bắc,15,50.0,58693500.0,3,15
BH25.0505,2025-03-25,2025,3,1,KH-00120,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,18,36.0,47177500.0,4,18
BH25.0504,2025-03-25,2025,3,1,KH-00024,CÔNG TY TNHH MINH PHƯƠNG,Ninh Bình,Miền Bắc,11,40.0,49630000.0,2,11
BH25.0503,2025-03-25,2025,3,1,KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Ninh Bình,Miền Bắc,3,26.0,39400000.0,2,3
BH25.0509,2025-03-25,2025,3,1,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,Miền Bắc,15,48.0,52270000.0,3,15
BH25.0566,2025-03-26,2025,3,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,25,302.0,371840000.0,4,25
BH25.0565,2025-03-26,2025,3,1,KH-00285,CÔNG TY TNHH ĐÔNG NAM,Hà Nội,Miền Bắc,10,22.0,29961000.0,3,10
BH25.0564,2025-03-26,2025,3,1,KH-00292,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,26,30.0,28127001.0,3,26
BH25.0563,2025-03-26,2025,3,1,KH-00256,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,13,29.0,23020000.0,3,13
BH25.0562,2025-03-26,2025,3,1,KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Hà Nội,Miền Bắc,7,13.0,15120000.0,1,7
BH25.0561,2025-03-26,2025,3,1,KH-00291,CÔNG TY TNHH VĨNH PHÁT,Hà Nam,Miền Bắc,3,20.0,24000000.0,1,3
BH25.0560,2025-03-26,2025,3,1,KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hưng Yên,Miền Bắc,6,11.0,14702643.0,3,6
BH25.0559,2025-03-26,2025,3,1,KH-00016,DOANH NGHIỆP TW VIỆT ANH,Quảng Trị,Miền Trung,7,15.0,17500000.0,2,7
BH25.0556,2025-03-26,2025,3,1,KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Nghệ An,Miền Trung,10,15.0,17650000.0,2,10
BH25.0557,2025-03-26,2025,3,1,KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,8,14.0,16610000.0,3,8
BH25.0555,2025-03-26,2025,3,1,KH-00193,CÔNG TY TNHH TÚ ANH,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,6,30.0,37250000.0,1,6
BH25.0554,2025-03-26,2025,3,1,KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,16,46.0,50010000.0,3,16
BH25.0553,2025-03-26,2025,3,1,KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Vĩnh Phúc,Miền Bắc,1,2.0,4611111.0,1,1
BH25.0552,2025-03-26,2025,3,1,KH-00001,HỘ KINH DOANH TÚ ANH,Hà Nội,Miền Bắc,1,1.0,2305556.0,1,1
BH25.0551,2025-03-26,2025,3,1,KH-00286,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,1,1.0,2398148.0,1,1
BH25.0550,2025-03-26,2025,3,1,KH-00161,CÔNG TY TNHH THIÊN AN,Hà Nội,Miền Bắc,31,47.0,86224051.0,5,31
BH25.0558,2025-03-26,2025,3,1,KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,8,17.0,20720000.0,2,8
BH25.0580,2025-03-27,2025,3,1,KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hưng Yên,Miền Bắc,8,21.0,24940000.0,2,8
BH25.0581,2025-03-27,2025,3,1,KH-00283,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,7,16.0,18730000.0,1,7
BH25.0582,2025-03-27,2025,3,1,KH-00251,HỘ KINH DOANH KHẢI HOÀN,Hưng Yên,Miền Bắc,12,43.0,41370000.0,3,12
BH25.0583,2025-03-27,2025,3,1,KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,Hưng Yên,Miền Bắc,20,48.0,63562500.0,3,20
BH25.0588,2025-03-27,2025,3,1,KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,Hà Tĩnh,Miền Trung,15,21.0,24430000.0,3,15
BH25.0585,2025-03-27,2025,3,1,KH-00262,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,8,23.0,27580000.0,1,8
BH25.0586,2025-03-27,2025,3,1,KH-00075,CÔNG TY CỔ PHẦN ĐÔNG NAM,Hà Nội,Miền Bắc,31,68.0,94268000.0,4,31
BH25.0589,2025-03-27,2025,3,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,20,400.0,434000000.0,2,20
BH25.0579,2025-03-27,2025,3,1,KH-00064,CÔNG TY TNHH SƠN HÀ,Khu 6 – TT Gia Lộc – Huyện Gia Lộc – Hải Dương,Miền Bắc,8,43.0,50010000.0,2,8
BH25.0584,2025-03-27,2025,3,1,KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,21,36.0,52877574.0,3,21
BH25.0578,2025-03-27,2025,3,1,KH-00064,CÔNG TY TNHH SƠN HÀ,Khu 6 – TT Gia Lộc – Huyện Gia Lộc – Hải Dương,Miền Bắc,8,45.0,52800000.0,1,8
BH25.0590,2025-03-27,2025,3,1,KH-00161,CÔNG TY TNHH THIÊN AN,Hà Nội,Miền Bắc,26,43.0,75424072.0,5,26
BH25.0576,2025-03-27,2025,3,1,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,Miền Bắc,10,22.0,25430000.0,2,10
BH25.0567,2025-03-27,2025,3,1,KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,2,10.0,20277778.0,1,2
BH25.0568,2025-03-27,2025,3,1,KH-00294,HỘ KINH DOANH SÁN LẠP,Hải Phòng,Miền Bắc,1,1.0,2305556.0,1,1
BH25.0569,2025-03-27,2025,3,1,KH-00085,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hà Nội,Miền Bắc,6,20.0,23020000.0,2,6
BH25.0570,2025-03-27,2025,3,1,KH-00111,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,21,36.0,46588500.0,3,21
BH25.0577,2025-03-27,2025,3,1,KH-00255,CÔNG TY TNHH PHÚ THỊNH,Hải Dương,Miền Bắc,14,23.0,26600000.0,2,14
BH25.0572,2025-03-27,2025,3,1,KH-00295,DOANH NGHIỆP TW XÂY DỰNG,Hà Nội,Miền Bắc,11,29.0,34400000.0,1,11
BH25.0573,2025-03-27,2025,3,1,KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,11,20.0,23580000.0,1,11
BH25.0574,2025-03-27,2025,3,1,KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,5,17.0,20650000.0,1,5
BH25.0575,2025-03-27,2025,3,1,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,Bắc Ninh,Miền Bắc,6,11.0,13050000.0,2,6
BH25.0571,2025-03-27,2025,3,1,KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,9,20.0,27377000.0,3,9
BH25.0627,2025-03-28,2025,3,1,KH-00313,DOANH NGHIỆP TW BÌNH MINH,Hà Nội,Miền Bắc,6,16.0,18730000.0,1,6
BH25.0618,2025-03-28,2025,3,1,KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,Hải Dương,Miền Bắc,9,21.0,21610000.0,3,9
BH25.0619,2025-03-28,2025,3,1,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,Miền Bắc,13,15.0,18140195.0,2,13
BH25.0620,2025-03-28,2025,3,1,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,10,14.0,16831481.0,3,10
BH25.0621,2025-03-28,2025,3,1,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,Miền Bắc,5,15.0,18422117.0,2,5
BH25.0622,2025-03-28,2025,3,1,KH-00310,HỘ KINH DOANH VẠN LỢI,Quảng Ninh,Miền Bắc,16,30.0,34770000.0,2,16
BH25.0623,2025-03-28,2025,3,1,KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Quảng Ninh,Miền Bắc,14,30.0,39960000.0,2,14
BH25.0624,2025-03-28,2025,3,1,KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,9,40.0,46750000.0,2,9
BH25.0625,2025-03-28,2025,3,1,KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Nghệ An,Miền Trung,13,59.0,69440000.0,1,13
BH25.0628,2025-03-28,2025,3,1,KH-00257,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,11,21.0,22281481.0,3,11
BH25.0634,2025-03-28,2025,3,1,KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,4,10.0,12150000.0,2,4
BH25.0630,2025-03-28,2025,3,1,KH-00256,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,12,15.0,18650000.0,4,12
BH25.0631,2025-03-28,2025,3,1,KH-00314,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Hải Phòng,Miền Bắc,21,61.0,70640000.0,2,21
BH25.0632,2025-03-28,2025,3,1,KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Vĩnh Yên,Miền Bắc,12,16.0,20889981.0,4,12
BH25.0633,2025-03-28,2025,3,1,KH-00035,CỬA HÀNG XE ĐẠP TÂY BẮC,Đà Nẵng,Miền Trung,5,19.0,23360000.0,1,5
BH25.0617,2025-03-28,2025,3,1,KH-00308,CÔNG TY TNHH THIÊN AN,Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,Miền Bắc,20,31.0,38840000.0,4,20
BH25.0635,2025-03-28,2025,3,1,KH-00042,HỘ KINH DOANH MẶT TRỜI,Hà Nội,Miền Bắc,10,10.0,15991199.0,3,10
BH25.0636,2025-03-28,2025,3,1,KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,Hà Nội,Miền Bắc,44,85.0,119686001.0,5,44
BH25.0637,2025-03-28,2025,3,1,KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,16,30.0,42392500.0,3,16
BH25.0638,2025-03-28,2025,3,1,KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,Hà Nội,Miền Bắc,7,15.0,17550000.0,2,7
BH25.0639,2025-03-28,2025,3,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,21,475.0,414781314.0,3,21
BH25.0629,2025-03-28,2025,3,1,KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Hà Nội,Miền Bắc,9,21.0,22101481.0,3,9
BH25.0616,2025-03-28,2025,3,1,KH-00307,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,10,20.0,29517574.0,4,10
BH25.0626,2025-03-28,2025,3,1,KH-00248,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Nghệ An,Miền Trung,10,18.0,29529073.0,2,10
BH25.0614,2025-03-28,2025,3,1,KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Nghệ An,Miền Trung,10,16.0,18340000.0,1,10
BH25.0592,2025-03-28,2025,3,1,KH-00251,HỘ KINH DOANH KHẢI HOÀN,Hưng Yên,Miền Bắc,15,41.0,48750000.0,3,15
BH25.0593,2025-03-28,2025,3,1,KH-00225,CÔNG TY TNHH TÂY BẮC,Hà Nam,Miền Bắc,11,20.0,24710000.0,2,11
BH25.0594,2025-03-28,2025,3,1,KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,3,15.0,17700000.0,1,3
BH25.0595,2025-03-28,2025,3,1,KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,Bắc Giang,Miền Bắc,10,23.0,41362722.0,2,10
BH25.0596,2025-03-28,2025,3,1,KH-00063,HỘ KINH DOANH VẠN LỢI,Bắc Giang,Miền Bắc,6,20.0,31100000.0,2,6
BH25.0597,2025-03-28,2025,3,1,KH-00107,CÔNG TY TNHH LONG PHÚ,Bắc Ninh,Miền Bắc,6,20.0,23990000.0,2,6
BH25.0598,2025-03-28,2025,3,1,KH-00049,CÔNG TY CỔ PHẦN THUỶ TIÊN,Bắc Ninh,Miền Bắc,12,19.0,29268048.0,2,12
BH25.0599,2025-03-28,2025,3,1,KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,17,35.0,43430000.0,4,17
BH25.0600,2025-03-28,2025,3,1,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,6,10.0,11970000.0,2,6
BH25.0602,2025-03-28,2025,3,1,KH-00301,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hải Phòng,Miền Bắc,14,56.0,64940000.0,1,14
BH25.0601,2025-03-28,2025,3,1,KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,TP Hải Phòng,Miền Bắc,11,22.0,27092643.0,4,11
BH25.0604,2025-03-28,2025,3,1,KH-00256,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,11,16.0,17870000.0,4,11
BH25.0605,2025-03-28,2025,3,1,KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,6,10.0,15822643.0,2,6
BH25.0606,2025-03-28,2025,3,1,KH-00302,CÔNG TY TNHH XÂY DỰNG,Hà Giang,Miền Bắc,15,30.0,36910000.0,4,15
BH25.0607,2025-03-28,2025,3,1,KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,9,11.0,12980000.0,2,9
BH25.0608,2025-03-28,2025,3,1,KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,5,12.0,14240000.0,1,5
BH25.0609,2025-03-28,2025,3,1,KH-00304,DOANH NGHIỆP TW TÚ ANH,Hà Nội,Miền Bắc,10,15.0,17710000.0,1,10
BH25.0610,2025-03-28,2025,3,1,KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,6,11.0,12770000.0,2,6
BH25.0611,2025-03-28,2025,3,1,KH-00028,DOANH NGHIỆP TW PHÚ THỊNH,Phú Thọ,Miền Bắc,12,15.0,16540000.0,3,12
BH25.0613,2025-03-28,2025,3,1,KH-00306,CÔNG TY TNHH HOÀ BÌNH,Vĩnh Phúc,Miền Bắc,5,14.0,16430000.0,1,5
BH25.0603,2025-03-28,2025,3,1,KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Hà Nội,Miền Bắc,9,20.0,24730000.0,2,9
BH25.0615,2025-03-28,2025,3,1,KH-00064,CÔNG TY TNHH SƠN HÀ,Khu 6 – TT Gia Lộc – Huyện Gia Lộc – Hải Dương,Miền Bắc,16,50.0,68880000.0,3,16
BH25.0645,2025-03-29,2025,3,1,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,8,17.0,23394124.0,4,8
BH25.0648,2025-03-29,2025,3,1,KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,TP Hưng Yên,Miền Bắc,17,22.0,27978500.0,4,17
BH25.0647,2025-03-29,2025,3,1,KH-00057,CÔNG TY CỔ PHẦN THƯƠNG MẠI TOÀN THẮNG,Nam Định,Miền Bắc,17,95.0,112130000.0,1,17
BH25.0646,2025-03-29,2025,3,1,KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,11,23.0,27350000.0,3,11
BH25.0643,2025-03-29,2025,3,1,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,Miền Bắc,28,78.0,93303006.0,4,28
BH25.0642,2025-03-29,2025,3,1,KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Nghệ An,Miền Trung,11,15.0,17542962.0,2,11
BH25.0641,2025-03-29,2025,3,1,KH-00040,CÔNG TY TNHH VẠN LỢI,Vinh,Miền Bắc,1,26.0,46800000.0,1,1
BH25.0640,2025-03-29,2025,3,1,KH-00318,HỘ KINH DOANH BÌNH MINH,Hòa Bình,Miền Bắc,3,26.0,30680000.0,1,3
BH25.0644,2025-03-29,2025,3,1,KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,Bắc Giang,Miền Bắc,11,19.0,29387000.0,3,11
BH25.0673,2025-03-31,2025,3,1,KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,Vĩnh Phúc,Miền Bắc,21,30.0,37780000.0,3,21
BH25.0674,2025-03-31,2025,3,1,KH-00139,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,13,15.0,17730000.0,2,13
BH25.0675,2025-03-31,2025,3,1,KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Vĩnh Phúc,Miền Bắc,8,15.0,17890000.0,2,8
BH25.0676,2025-03-31,2025,3,1,KH-00329,HỘ KINH DOANH TRÍ ĐỨC,Hà Nội,Miền Bắc,6,10.0,21666667.0,1,6
BH25.0677,2025-03-31,2025,3,1,KH-00330,CÔNG TY TNHH THIÊN AN,Hà Giang,Miền Bắc,29,56.0,61560000.0,4,29
BH25.0678,2025-03-31,2025,3,1,KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Giang,Miền Bắc,5,15.0,16960000.0,2,5
BH25.0693,2025-03-31,2025,3,1,KH-00215,DOANH NGHIỆP TW LÊ ANH,Hà Tĩnh,Miền Trung,3,6.0,6600000.0,2,3
BH25.0680,2025-03-31,2025,3,1,KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,Hà Nội,Miền Bắc,8,21.0,24510000.0,1,8
BH25.0681,2025-03-31,2025,3,1,KH-00276,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,14,26.0,30350000.0,2,14
BH25.0682,2025-03-31,2025,3,1,KH-00117,HỘ KINH DOANH YÊN BÌNH,Hưng yên,Miền Bắc,8,21.0,24530000.0,2,8
BH25.0684,2025-03-31,2025,3,1,KH-00073,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Thanh Hoá,Miền Trung,8,17.0,27552500.0,2,8
BH25.0685,2025-03-31,2025,3,1,KH-00193,CÔNG TY TNHH TÚ ANH,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,18,35.0,44669386.0,2,16
BH25.0686,2025-03-31,2025,3,1,KH-00333,DOANH NGHIỆP TW ĐÔNG NAM,Thanh Hoá,Miền Trung,15,20.0,22970000.0,2,15
BH25.0687,2025-03-31,2025,3,1,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,10,15.0,16810000.0,3,10
BH25.0688,2025-03-31,2025,3,1,KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,8,15.0,19400000.0,2,8
BH25.0689,2025-03-31,2025,3,1,KH-00094,HỘ KINH DOANH SÁN LẠP,Phú Thọ,Miền Bắc,9,16.0,18460000.0,2,9
BH25.0690,2025-03-31,2025,3,1,KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,Miền Trung,4,7.0,7850000.0,1,4
BH25.0691,2025-03-31,2025,3,1,KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,1,1.0,1130000.0,1,1
BH25.0692,2025-03-31,2025,3,1,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,Miền Trung,8,17.0,19680000.0,1,8
BH25.0672,2025-03-31,2025,3,1,KH-00327,CÔNG TY TNHH MẶT TRỜI,Vĩnh Phúc,Miền Bắc,14,47.0,55970000.0,1,14
BH25.0683,2025-03-31,2025,3,1,KH-00115,CÔNG TY CỔ PHẦN YÊN BÌNH,Thanh Hóa,Miền Trung,15,20.0,19890000.0,3,15
BH25.0671,2025-03-31,2025,3,1,KH-00250,DOANH NGHIỆP TW XUÂN MAI,Hà Nội,Miền Bắc,9,20.0,19890000.0,3,9
BH25.0679,2025-03-31,2025,3,1,KH-00256,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,21,45.0,42840000.0,4,21
BH25.0669,2025-03-31,2025,3,1,KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,11,15.0,18618500.0,3,11
BH25.0670,2025-03-31,2025,3,1,KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,5,18.0,21400000.0,1,5
BH25.0649,2025-03-31,2025,3,1,KH-00186,HỘ KINH DOANH XÂY DỰNG,Vĩnh Phúc,Miền Bắc,1,15.0,28215278.0,1,1
BH25.0650,2025-03-31,2025,3,1,KH-00320,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,15,15.0,18020000.0,2,15
BH25.0651,2025-03-31,2025,3,1,KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,Quảng Nam,Miền Trung,1,12.0,15360000.0,1,1
BH25.0652,2025-03-31,2025,3,1,KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.,Miền Bắc,1,76.0,128777777.0,1,1
BH25.0653,2025-03-31,2025,3,1,KH-00062,CÔNG TY CỔ PHẦN YÊN BÌNH,Lạng Sơn,Miền Bắc,14,37.0,47700000.0,3,14
BH25.0654,2025-03-31,2025,3,1,KH-00109,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,11,43.0,51300000.0,3,11
BH25.0655,2025-03-31,2025,3,1,KH-00163,HỘ KINH DOANH XUÂN MAI,Hà Nội,Miền Bắc,9,16.0,17799559.0,4,9
BH25.0657,2025-03-31,2025,3,1,KH-00192,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,11,12.0,14960000.0,3,11
BH25.0658,2025-03-31,2025,3,1,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,9,12.0,12195116.0,3,9
BH25.0656,2025-03-31,2025,3,1,KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,Hải Phòng,Miền Bắc,6,19.0,22250000.0,2,6
BH25.0660,2025-03-31,2025,3,1,KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,8,15.0,19111481.0,3,8
BH25.0661,2025-03-31,2025,3,1,KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hải Phòng,Miền Bắc,6,14.0,16380000.0,2,6
BH25.0662,2025-03-31,2025,3,1,KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,Nghệ An,Miền Trung,5,9.0,10850000.0,1,5
BH25.0663,2025-03-31,2025,3,1,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,Miền Trung,10,27.0,30535116.0,2,10
BH25.0664,2025-03-31,2025,3,1,KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Thanh Hoá,Miền Trung,22,48.0,55780000.0,2,22
BH25.0665,2025-03-31,2025,3,1,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,2,3.0,3770000.0,2,2
BH25.0666,2025-03-31,2025,3,1,KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,Quảng Ninh,Miền Bắc,15,28.0,34180000.0,3,15
BH25.0667,2025-03-31,2025,3,1,KH-00325,HỘ KINH DOANH THANH BÌNH,Hạ Long,Miền Bắc,7,38.0,59956468.0,1,7
BH25.0668,2025-03-31,2025,3,1,KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Quảng NinhSố,Miền Bắc,7,13.0,13870000.0,3,7
BH25.0659,2025-03-31,2025,3,1,KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,Hoà Bình,Miền Bắc,7,10.0,12092962.0,5,7
BH26.0001,2026-01-04,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,2027778.0,1,1
BH26.0004,2026-01-06,2026,1,1,KH-00335,CÔNG TY CỔ PHẦN THUỶ TIÊN,Hà Nội,Miền Bắc,2,2.0,3870371.0,1,2
BH26.0002,2026-01-06,2026,1,1,KH-00334,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,4,70.0,99749999.0,2,4
BH26.0003,2026-01-06,2026,1,1,KH-00334,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,4,100.0,145055555.0,2,4
BH26.0005,2026-01-06,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,2,5.0,6150000.0,2,2
BH26.0006,2026-01-07,2026,1,1,KH-00069,CÔNG TY TNHH MINH PHƯƠNG,Hà Nội,Miền Bắc,1,2.0,5537037.0,0,1
BH26.0007,2026-01-08,2026,1,1,KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,Bắc Ninh,Miền Bắc,1,1.0,2268519.0,1,1
BH26.0008,2026-01-10,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,1805556.0,0,1
BH26.0029,2026-01-12,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,10,94.0,132760000.0,2,10
BH26.0028,2026-01-12,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,12,25.0,34140000.0,2,12
BH26.0027,2026-01-12,2026,1,1,KH-00352,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,13,54.0,88007574.0,1,12
BH26.0026,2026-01-12,2026,1,1,KH-00351,CÔNG TY TNHH AN PHÁT,Bắc Ninh,Miền Bắc,14,25.0,39405545.0,2,14
BH26.0025,2026-01-12,2026,1,1,KH-00350,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,12,59.0,98596082.0,1,12
BH26.0024,2026-01-12,2026,1,1,KH-00349,HỘ KINH DOANH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,10,20.0,32355547.0,2,10
BH26.0023,2026-01-12,2026,1,1,KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Thanh Hóa,Miền Trung,9,18.0,26299442.0,4,9
